miRNA	Estimate	StdError	tValue	pValue	Disease	nRgene
hsa-miR-33a-5p	-0.198698213575436	0.0442619139569451	-4.48914644244069	8.96809402242224e-06	HNSC	GRM8
hsa-miR-24-3p	-0.250208516301097	0.0850979734966924	-2.94024059586827	0.0034371784280568	HNSC	HRH1
hsa-let-7d-5p	-1.32280732577392	0.199701729303265	-6.62391522792033	9.51419681291217e-11	HNSC	P2RX1
hsa-let-7c-5p	-0.531889725088842	0.0767116154330122	-6.93362696231199	1.34861771137911e-11	HNSC	P2RX1
hsa-miR-29a-3p	-0.999245561506261	0.151135890934217	-6.6115702585906	1.01500331537684e-10	HNSC	P2RX5
hsa-miR-205-5p	-0.489981138556606	0.112036713214054	-4.37339800945841	1.50637397228037e-05	HNSC	P2RY1
hsa-miR-15a-5p	-0.702644060201282	0.235386149632919	-2.98506968781742	0.0029855656343181	HNSC	P2RY2
hsa-miR-15b-5p	-1.2834738127259	0.381852474931694	-3.36117714820493	0.0013781927798031	KICH	ADORA2A
hsa-miR-224-5p	-0.174750653287885	0.0811655791171543	-2.15301430962071	0.0355627118961432	KICH	ADRA1B
hsa-miR-17-5p	-1.20598849890706	0.402560816351928	-2.99579206400646	0.00404677250990412	KICH	ADRA1B
hsa-miR-33a-5p	-0.532377492273632	0.139258549079027	-3.82294297760864	0.000354318433357242	KICH	ADRA2A
hsa-miR-96-5p	-1.09013528153704	0.478901829522556	-2.27632306734735	0.0263490068759362	KICH	ADRA2C
hsa-miR-25-3p	-0.716773481412078	0.305805615135932	-2.34388593909065	0.0248897249680773	KICH	ADRB1
hsa-miR-181d-5p	-0.719334534328091	0.309682952533807	-2.32280959750138	0.0259560246454362	KICH	CHRM3
hsa-miR-98-5p	-0.393532039563242	0.103072728581787	-3.81800351051132	0.000343675824553	KICH	CHRNA7
hsa-miR-152-3p	-0.742992407536334	0.169686079995251	-4.37862909884611	4.95676507304873e-05	KICH	CHRNB2
hsa-miR-425-5p	-0.310377271313749	0.11565220591839	-2.68371250551648	0.00984696164314541	KICH	GABRB3
hsa-miR-410-3p	-0.849306850968862	0.296149401615275	-2.86783240599685	0.00564121130453796	KICH	GLRB
hsa-let-7e-5p	-0.439413723028897	0.201405936111548	-2.18173173796392	0.0353836080575856	KICH	GRIK2
hsa-miR-24-3p	-0.70678352616239	0.277125050715012	-2.55041370074201	0.0151576058263089	KICH	GRIK3
hsa-miR-199b-5p	-0.15239908431737	0.0658945804131956	-2.31277114690986	0.0265628922955915	KICH	GRIK3
hsa-miR-200b-3p	-0.533600043473038	0.253759786046822	-2.10277621913892	0.0446006028866344	KICH	GRIN2A
hsa-miR-27a-3p	-0.152119422345168	0.0638510997945666	-2.3824088047754	0.0205581757173142	KICH	GRIN2D
hsa-miR-23b-3p	-0.8104372009174	0.386219138941681	-2.09838694979789	0.0429509454814119	KICH	GRM5
hsa-miR-382-5p	-0.508217873632647	0.11310374741052	-4.49337785235376	3.25519755128064e-05	KICH	P2RX6
hsa-miR-204-5p	-0.863737370673373	0.112622398199249	-7.669321418154	1.9860153440714e-10	KICH	P2RX7
hsa-miR-199a-5p	-0.78913844665251	0.262920584932039	-3.00143272104955	0.00393449574394153	KICH	P2RX7
hsa-miR-16-5p	-0.616584062568145	0.28675698573041	-2.15019718176218	0.032240276785033	KIRC	ADORA2A
hsa-miR-27a-3p	-0.1556893904877	0.0655832297243628	-2.37392075904223	0.0181504055627309	KIRC	ADORA2B
hsa-miR-106b-5p	-0.204140095337193	0.0532511019159773	-3.83353748546457	0.00015040417212417	KIRC	ADRA1B
hsa-miR-17-5p	-0.170695893205027	0.0807588014174923	-2.11365065118531	0.0352709281626425	KIRC	ADRA1B
hsa-miR-30b-5p	-0.39720771412152	0.0894600363097714	-4.44005760008991	1.22276327260126e-05	KIRC	ADRA2A
hsa-miR-23a-3p	-0.329272883117334	0.0972623981262079	-3.38540781906353	0.000795143566637661	KIRC	ADRA2A
hsa-miR-96-5p	-0.170091003846158	0.0738187405127965	-2.30417103657672	0.0218066528444307	KIRC	ADRA2C
hsa-let-7b-5p	-0.474426871989218	0.0931893334885288	-5.09099973386565	6.10006698031861e-07	KIRC	ADRB1
hsa-let-7e-5p	-0.264235854453722	0.0937184757340505	-2.81946385047445	0.00511118914809445	KIRC	ADRB1
hsa-let-7f-5p	-0.272643968815591	0.114225682685841	-2.38688850357283	0.017573961157376	KIRC	ADRB1
hsa-let-7g-5p	-0.216060939233255	0.101013632369523	-2.13892852048793	0.0332004482200461	KIRC	ADRB1
hsa-miR-218-5p	-0.153707253426971	0.0443977289209485	-3.46205216263768	0.000609168865373254	KIRC	ADRB1
hsa-let-7a-5p	-2.38482401185318	0.558987906235074	-4.26632487975558	2.59303119094812e-05	KIRC	ADRB2
hsa-miR-30d-5p	-0.222039854322393	0.0937999624503492	-2.36716357365201	0.0185159998188764	KIRC	CHRM3
hsa-miR-181c-5p	-0.189673528213229	0.0867083812754527	-2.18748782324375	0.0294256669136887	KIRC	CHRM3
hsa-miR-181b-5p	-0.356017642218815	0.139246021478854	-2.5567527060217	0.0110237145001211	KIRC	CHRM3
hsa-miR-92b-3p	-0.196683403218873	0.0873434458235651	-2.25183929216826	0.0249646017291582	KIRC	CHRM5
hsa-let-7d-5p	-0.179286066609565	0.0494726436635995	-3.62394352379188	0.000334600009001777	KIRC	CHRNA7
hsa-let-7f-5p	-0.167220029556734	0.0653108188251704	-2.56037257784752	0.0108888067765678	KIRC	CHRNA7
hsa-miR-152-3p	-0.326866615712536	0.132364162700872	-2.4694495023643	0.0140184909428442	KIRC	CHRNB2
hsa-miR-106b-5p	-0.190848466325164	0.0917239511198706	-2.0806830058569	0.0382292619887669	KIRC	DRD1
hsa-miR-17-5p	-0.355924637077772	0.136885397447185	-2.60016512875377	0.00973429574619612	KIRC	DRD1
hsa-miR-181b-5p	-0.576114313271741	0.125084414851449	-4.60580412000919	5.86281343154528e-06	KIRC	DRD1
hsa-miR-19b-3p	-0.275878811460725	0.129354246896046	-2.13273872393561	0.0336929191833735	KIRC	GABRB2
hsa-miR-455-5p	-0.252679622468602	0.0579580582071416	-4.35969786229772	1.74848112107867e-05	KIRC	GABRB2
hsa-miR-23a-3p	-0.359151869728519	0.177238186796567	-2.02637973350941	0.0435202040265834	KIRC	GABRB3
hsa-miR-429	-0.259951646057702	0.072799781434102	-3.57077508938689	0.000408168626721212	KIRC	GABRB3
hsa-miR-27b-3p	-0.520365365084519	0.136847207875735	-3.80252818571966	0.000170248516031771	KIRC	GABRB3
hsa-miR-27a-3p	-0.189809975338347	0.0632013686178886	-3.00325735801587	0.0028672675929646	KIRC	GABRP
hsa-miR-32-5p	-0.601683274300843	0.142472346971441	-4.22315829766919	3.10782639636126e-05	KIRC	GRIA1
hsa-miR-25-3p	-0.543139115727578	0.223530650265092	-2.42981942334733	0.0156312875007284	KIRC	GRIA1
hsa-miR-501-3p	-0.292638249972546	0.087300035083053	-3.35209773620531	0.000893698916202567	KIRC	GRIA1
hsa-miR-146b-5p	-0.213715115706343	0.0892594656142597	-2.39431318836174	0.0172024283112099	KIRC	GRID1
hsa-let-7f-5p	-0.221658529615664	0.0784142193648216	-2.82676447474915	0.0049942839247865	KIRC	GRIK2
hsa-miR-130b-3p	-0.182849295342708	0.0389623649799552	-4.69297219090213	3.9787674833941e-06	KIRC	GRIK2
hsa-miR-27b-3p	-0.150338176690636	0.0386629724369749	-3.88842779575999	0.000122566493446049	KIRC	GRIK3
hsa-miR-200b-3p	-0.155068409730377	0.07562263265262	-2.050555558449	0.0411481029330962	KIRC	GRIN2A
hsa-miR-30d-5p	-0.168994139073857	0.065266383704493	-2.58929834137912	0.0100537729566948	KIRC	GRM5
hsa-miR-181c-5p	-0.19933591335004	0.0584424434530033	-3.41080731010737	0.000730223562310451	KIRC	GRM5
hsa-miR-139-5p	-0.157110797256986	0.0597974457436544	-2.62738308138619	0.00898965694612571	KIRC	HTR7
hsa-miR-29a-3p	-0.463428432690855	0.155306167711841	-2.98396669957572	0.00304880061896677	KIRC	HTR7
hsa-miR-98-5p	-1.34248033418335	0.32762348989892	-4.09763150559668	5.22699807986987e-05	KIRC	P2RX1
hsa-miR-342-3p	-0.156184097551559	0.0348159520838935	-4.48599243172248	9.90727267952638e-06	KIRC	P2RX6
hsa-miR-204-5p	-0.27234184891781	0.0642608795224615	-4.23806600441279	2.90141576197188e-05	KIRC	P2RX7
hsa-miR-320a	-0.601636255768216	0.188557159247181	-3.19073674089206	0.001550130139041	KIRC	P2RX7
hsa-miR-190a-5p	-0.304285264404971	0.0894636686097472	-3.40121603700721	0.000751014806692025	KIRC	P2RY1
hsa-miR-200a-3p	-0.264175583147816	0.0739351863414537	-3.57306982263869	0.000403939099698553	KIRC	P2RY1
hsa-miR-15b-5p	-0.529041988546949	0.121723651726047	-4.34625466000331	1.84808118925182e-05	KIRC	P2RY2
hsa-miR-30b-5p	-0.348484589259218	0.126407375836198	-2.75683746263978	0.00616199589102665	KIRC	P2RY2
hsa-miR-134-5p	-0.159545273412963	0.072135559122892	-2.21174238271526	0.027671331122395	KIRC	P2RY2
hsa-miR-338-3p	-0.278289744198592	0.128157092504898	-2.17147360914072	0.0307694578889341	KIRP	ADORA1
hsa-miR-30b-5p	-0.218573198659413	0.0928639494874256	-2.35369268554542	0.0193415180500217	KIRP	ADRA2A
hsa-miR-23a-3p	-0.26879606730001	0.091883647685959	-2.92539612944737	0.00374762281162267	KIRP	ADRA2A
hsa-miR-219a-5p	-0.221145672291429	0.10198191938692	-2.16847921299069	0.0310086875031211	KIRP	ADRA2C
hsa-let-7e-5p	-0.184475083324598	0.0737311750274194	-2.50199570610389	0.0130134472618613	KIRP	ADRB1
hsa-let-7a-5p	-0.559484002013102	0.244686536195931	-2.28653366348322	0.0230911877525802	KIRP	ADRB1
hsa-miR-32-5p	-0.214002492094412	0.0688118497588683	-3.10996569405304	0.00209628055798508	KIRP	ADRB1
hsa-miR-92a-3p	-0.245713722085048	0.0957218589434722	-2.5669551845013	0.0108645084607488	KIRP	ADRB1
hsa-let-7g-5p	-1.09287066453855	0.27909309881962	-3.91579250494072	0.000115726089086428	KIRP	ADRB2
hsa-let-7c-5p	-0.305400520089387	0.11873335352219	-2.57215442021782	0.0106737505054172	KIRP	ADRB2
hsa-miR-497-5p	-0.595003054610122	0.277256144786679	-2.14604100142818	0.0328137743725337	KIRP	ADRB2
hsa-miR-15a-5p	-0.434998234613265	0.220264803032109	-1.97488762900468	0.0493595486532334	KIRP	ADRB2
hsa-let-7a-5p	-1.1567953990116	0.17512457742979	-6.60555711819133	2.21020117851607e-10	KIRP	CHRNA7
hsa-miR-98-5p	-0.306036760160105	0.0707958114811733	-4.32280884641727	2.19321844813789e-05	KIRP	CHRNA7
hsa-miR-19a-3p	-0.933012302182643	0.318724182415367	-2.927334522006	0.00371565910373559	KIRP	CHRNB2
hsa-miR-148a-3p	-0.337301829757343	0.147799836785288	-2.28215292448089	0.0232732181243935	KIRP	CHRNB2
hsa-miR-15a-5p	-0.210398561513255	0.0644807546426241	-3.26296679806805	0.00124838187816202	KIRP	CHRNE
hsa-miR-24-3p	-0.172965648925086	0.0644029567594637	-2.68567869595009	0.00775442282258194	KIRP	GABBR2
hsa-let-7d-5p	-0.242543218967466	0.079232840834174	-3.06114505568572	0.00246130246582112	KIRP	GABBR2
hsa-let-7g-5p	-0.193157829095112	0.0815509892815079	-2.36855286241035	0.0186678402224536	KIRP	GABBR2
hsa-miR-27b-3p	-0.613605257108135	0.171414759696917	-3.57965240678847	0.000411223459026808	KIRP	GABRB3
hsa-miR-16-5p	-0.408005400576145	0.138649516470829	-2.94271059114718	0.00354386316493094	KIRP	GABRE
hsa-miR-410-3p	-0.554675658234416	0.0870237721931583	-6.37384066738978	7.97482469420852e-10	KIRP	GLRB
hsa-miR-34a-5p	-0.267199417216726	0.124084333393388	-2.15336948597384	0.0322311678205365	KIRP	GRID1
hsa-miR-107	-0.177766809178742	0.0853949281147352	-2.08170219359981	0.0384569735107981	KIRP	GRIN2A
hsa-miR-26b-5p	-0.213139383533189	0.0845303504592636	-2.52145392010298	0.0123526644254167	KIRP	GRIN2A
hsa-miR-98-5p	-0.730052482973744	0.273733352573606	-2.66702057352487	0.00813096816640794	KIRP	P2RX1
hsa-miR-29c-3p	-0.170511370734654	0.0799823043991944	-2.13186369179395	0.0339310325012413	KIRP	P2RX5
hsa-miR-382-5p	-0.163898345051125	0.0362817082818011	-4.51738225163275	9.42213619454935e-06	KIRP	P2RX6
hsa-miR-204-5p	-0.348881992514488	0.0665109914697131	-5.24547875178431	3.19281118016778e-07	KIRP	P2RX7
hsa-miR-320a	-0.370100153512509	0.152532036090055	-2.4263765370181	0.0159180605316871	KIRP	P2RX7
hsa-miR-339-5p	-0.239474534798808	0.0763033935424037	-3.13845195712987	0.00190224532226328	KIRP	P2RY2
hsa-miR-30b-5p	-0.239331219937185	0.119823843753807	-1.99735889318424	0.0468700207243552	KIRP	P2RY2
hsa-miR-128-3p	-0.301488418594858	0.0792821885862404	-3.80272573160502	0.000204933192506386	LAML	ADORA2B
hsa-miR-30d-5p	-0.20295485172307	0.094713584407048	-2.14282727228268	0.0339340706508175	LAML	ADRB1
hsa-miR-32-5p	-0.302827567881741	0.0817485894320475	-3.70437667470046	0.000308827504502784	LAML	ADRB1
hsa-miR-15a-5p	-0.583826806495695	0.17428991254998	-3.34974524890116	0.00104510911283567	LAML	CHRM3
hsa-miR-32-5p	-0.385120768703296	0.165103071635595	-2.33260813919507	0.0209462711905422	LAML	CHRM5
hsa-miR-15a-5p	-0.220832787179394	0.0875836155750034	-2.52139382154509	0.012692825230016	LAML	CHRNE
hsa-miR-15b-5p	-0.666770652654975	0.336728912408845	-1.98014078412549	0.0494466035646619	LAML	GABBR1
hsa-miR-128-3p	-0.155218381649128	0.0382311475465391	-4.05999797573902	7.76505811816601e-05	LAML	GRIN2D
hsa-miR-26b-5p	-0.542718074626464	0.123985557554679	-4.37726849263973	2.30510857188924e-05	LAML	HTR2A
hsa-miR-17-5p	-0.512418963840932	0.17193626274543	-2.98028441271648	0.00338526724457124	LAML	HTR2A
hsa-miR-16-5p	-0.203425919006032	0.0911226766425484	-2.23244011810607	0.0260315096317158	LGG	ADORA2A
hsa-miR-30d-5p	-0.161929072694365	0.0556676125810529	-2.90885606884243	0.00379867735745701	LGG	ADRB1
hsa-miR-30e-5p	-0.196789999889521	0.059079638815046	-3.33092760613499	0.00093346588830982	LGG	ADRB1
hsa-let-7i-5p	-0.878676415881145	0.179522213835043	-4.89452751896504	1.34210186276406e-06	LGG	ADRB2
hsa-let-7c-5p	-0.991307611196958	0.157418428224021	-6.29727804032091	6.77318704540892e-10	LGG	ADRB2
hsa-let-7e-5p	-0.606775825317113	0.166035088844488	-3.65450357234689	0.000285674763340891	LGG	ADRB2
hsa-miR-497-5p	-0.599870330825106	0.211507468497539	-2.83616618877024	0.00475601221806001	LGG	ADRB2
hsa-miR-30d-5p	-0.172435450692591	0.0603038827800862	-2.85944192551284	0.00443183952477156	LGG	CHRM3
hsa-miR-342-3p	-0.156669754441347	0.0542660658026417	-2.88706675385561	0.00406695094362878	LGG	CHRM3
hsa-miR-16-5p	-0.296052971562591	0.0716712740261627	-4.13070613834101	4.27802943233066e-05	LGG	CHRM3
hsa-miR-92a-3p	-0.28137587709645	0.0493375099456137	-5.70308224729256	2.02167128458655e-08	LGG	CHRM5
hsa-miR-148b-3p	-0.277389788552012	0.0991363470612317	-2.79806344267135	0.00534061295511171	LGG	CHRNB2
hsa-miR-543	-0.171816059570476	0.0215896280794599	-7.95826861574976	1.20372159581168e-14	LGG	CHRNE
hsa-miR-20a-5p	-0.363671435690076	0.0828702217099394	-4.3884453086537	1.40133471144121e-05	LGG	DRD1
hsa-miR-30c-5p	-0.384482557406152	0.0650941159423971	-5.90656393192876	6.57132800422551e-09	LGG	DRD1
hsa-miR-30b-5p	-0.21747646243221	0.0497609822800782	-4.37042141186341	1.51736656298867e-05	LGG	DRD1
hsa-miR-16-5p	-0.324731503334264	0.12291412024718	-2.64193814902007	0.00850473179311962	LGG	GABBR1
hsa-miR-139-5p	-0.318644996130787	0.0669868978366319	-4.75682568414947	2.60230471705805e-06	LGG	GABRA1
hsa-miR-24-3p	-0.160341069600016	0.049653683158955	-3.22918783460071	0.00132543042106174	LGG	GABRA4
hsa-miR-382-5p	-0.186358125173418	0.0433211212131836	-4.30178444035065	2.04908934747052e-05	LGG	GABRA4
hsa-miR-128-3p	-0.285698816768613	0.0747817590138029	-3.82043456233599	0.000152020062944279	LGG	GABRB1
hsa-miR-320a	-0.561401522543766	0.0961478486810066	-5.83894003085133	1.01005530336713e-08	LGG	GABRB1
hsa-miR-181a-5p	-0.488842394407791	0.174147495810511	-2.80705956828514	0.00521771550255987	LGG	GABRB1
hsa-let-7b-5p	-0.400083555124456	0.154555582774485	-2.588606299057	0.00994985064043009	LGG	GABRB1
hsa-let-7e-5p	-0.175660700778353	0.0797297788818722	-2.20320065152334	0.0280888815887018	LGG	GABRB1
hsa-let-7g-5p	-0.363144587016512	0.123991214289063	-2.9287928914859	0.00357638300558247	LGG	GABRB1
hsa-miR-29a-3p	-0.398948429767988	0.110563552476435	-3.6083177578164	0.00034292141934395	LGG	GABRB1
hsa-miR-23a-3p	-0.159679169648612	0.0660264509302033	-2.41841212724594	0.0159603312988944	LGG	GABRB2
hsa-miR-130a-3p	-0.209930489803325	0.0717189715963568	-2.92712632558147	0.0035838331552712	LGG	GABRB2
hsa-miR-27b-3p	-0.323406541108034	0.0820948815360747	-3.93942393309772	9.36157053212897e-05	LGG	GABRB3
hsa-miR-485-5p	-0.368970585083434	0.0601592018833812	-6.13323603924607	1.76793498478929e-09	LGG	GABRE
hsa-miR-16-5p	-0.296529265796214	0.0959885651395654	-3.08921448471561	0.00212015647188252	LGG	GABRE
hsa-miR-493-5p	-0.213055655964708	0.0550233369019805	-3.8720962406233	0.00012231796797278	LGG	GABRG2
hsa-miR-107	-0.235639962386114	0.0737021096540965	-3.19719426610764	0.00147611656252004	LGG	GLRA2
hsa-miR-27a-3p	-0.155339623516035	0.0579585792904061	-2.680183424402	0.00760247783101444	LGG	GLRA2
hsa-miR-19b-3p	-0.337949612230061	0.117620212785443	-2.8732273495078	0.00424011733444409	LGG	GLRA3
hsa-miR-130a-3p	-0.255341496407118	0.0836287807917855	-3.05327297599678	0.00238718819880665	LGG	GLRA3
hsa-miR-502-3p	-0.206705740861254	0.0449752147984537	-4.59599229903757	5.49703994758431e-06	LGG	GRIA1
hsa-miR-30b-5p	-0.376278482042587	0.0864530886796089	-4.35240068098732	1.63993409994319e-05	LGG	GRIA2
hsa-miR-340-5p	-0.567857494094645	0.127724438584063	-4.44595803582966	1.08612180481694e-05	LGG	GRID1
hsa-miR-34a-5p	-0.230338411828573	0.0972447846282874	-2.36864540046059	0.0182451314199496	LGG	GRID1
hsa-miR-146b-5p	-0.191159329068989	0.0938933541829978	-2.03591969561999	0.0423024359234044	LGG	GRID1
hsa-miR-148b-3p	-0.431197547561645	0.207811075775627	-2.07494978769663	0.0385267185593769	LGG	GRID2
hsa-miR-32-5p	-0.44370813843591	0.190842050408471	-2.32500194525376	0.0204905880820223	LGG	GRID2
hsa-miR-9-5p	-0.161705138426269	0.0682291069767447	-2.37003158316853	0.0181902284446437	LGG	GRIK3
hsa-miR-758-3p	-0.175051043421583	0.050992730340335	-3.43286272873133	0.000650170402516282	LGG	GRIK3
hsa-miR-181d-5p	-0.202008704035938	0.071348590831941	-2.83129213458135	0.00483532631867014	LGG	GRIK3
hsa-miR-96-5p	-0.184535144098247	0.0864998926569601	-2.13335691444235	0.033383602101785	LGG	GRIK4
hsa-miR-346	-0.247136195392607	0.0480413211085501	-5.14424228330856	3.89192623409782e-07	LGG	GRIN1
hsa-miR-195-5p	-0.210493010919055	0.0534538693142409	-3.93784423128704	9.41377718884769e-05	LGG	GRIN1
hsa-miR-338-3p	-0.156825012038599	0.0361464057623177	-4.33860597564827	1.74222509645205e-05	LGG	GRIN1
hsa-miR-320c	-0.516605515931751	0.128293419870258	-4.02674990232694	6.62504064851115e-05	LGG	GRIN2A
hsa-miR-425-5p	-0.273768197007888	0.0916716792603564	-2.98639884440602	0.00297520611944657	LGG	GRIN2A
hsa-miR-26a-5p	-0.217406769418539	0.101008621692803	-2.15235853905359	0.0318943975024317	LGG	GRIN2A
hsa-miR-27b-3p	-0.252547409766181	0.108348903652616	-2.33087185243598	0.0201961762499771	LGG	GRIN2A
hsa-miR-200b-3p	-0.174328258592762	0.0810914323192167	-2.1497740711561	0.0320996041502591	LGG	GRIN2A
hsa-miR-376b-3p	-0.413081298648813	0.109562972864474	-3.7702636926417	0.000184566604392098	LGG	GRIN2A
hsa-let-7g-5p	-0.207961687554776	0.0948530241833355	-2.19246238425483	0.0288632625234128	LGG	GRIN2B
hsa-miR-148b-3p	-0.158984217790359	0.0763819959135871	-2.08143576099035	0.0379651295308791	LGG	GRIN2B
hsa-miR-92a-3p	-0.187683167160035	0.0658179552580279	-2.85154964818119	0.00453209760297993	LGG	GRM2
hsa-miR-452-5p	-0.586087570191181	0.0819871733286071	-7.14852758543247	3.18839096110201e-12	LGG	GRM3
hsa-miR-30c-5p	-0.51792635182294	0.18385289499477	-2.81706933055188	0.00504127698069509	LGG	GRM3
hsa-miR-655-3p	-0.317293759174739	0.132863943232673	-2.38811035902413	0.01731148888896	LGG	GRM3
hsa-miR-181c-5p	-0.16467563769361	0.0578591744444267	-2.84614565062244	0.00461911135744771	LGG	GRM5
hsa-miR-92b-3p	-0.292649874541836	0.0721105238449863	-4.05835180411303	5.76861404904851e-05	LGG	GRM7
hsa-miR-424-5p	-0.225872341807192	0.0724415190037298	-3.1179956593064	0.00193020819473364	LGG	GRM7
hsa-miR-15a-5p	-0.402253887687134	0.137526787069921	-2.92491300245836	0.00360861939029042	LGG	GRM7
hsa-miR-1271-5p	-0.309682907602143	0.113198492546996	-2.73575116270717	0.00645435995076703	LGG	GRM7
hsa-miR-181a-5p	-0.53691268475585	0.248112834455911	-2.16398593782241	0.0309579644065007	LGG	GRM7
hsa-miR-106b-5p	-0.166551868939493	0.0476122887667725	-3.49808575167102	0.000512304322067043	LGG	HTR2A
hsa-miR-181b-5p	-0.446586775984627	0.131405558770794	-3.39853793220113	0.000733399007921319	LGG	HTR2C
hsa-miR-874-3p	-0.388395332813136	0.0484782918080418	-8.01173717817976	8.51492287491008e-15	LGG	HTR2C
hsa-miR-195-5p	-0.276909863857558	0.095792769223215	-2.89071780785777	0.0040156678140627	LGG	HTR4
hsa-let-7d-5p	-0.395132663965236	0.115799433765	-3.41221585562419	0.0006981641536305	LGG	HTR4
hsa-let-7a-5p	-1.6295243726663	0.264999888937046	-6.14915115324224	1.62692953032056e-09	LGG	HTR4
hsa-miR-98-5p	-0.298616834299716	0.116752575110062	-2.55768949008801	0.0108393637153872	LGG	HTR4
hsa-miR-139-5p	-0.227633575508834	0.0452477877286058	-5.03082221111382	6.83050634685274e-07	LGG	HTR7
hsa-miR-29a-3p	-0.36788272528605	0.123499308678272	-2.97882416689815	0.00303475643606169	LGG	HTR7
hsa-let-7i-5p	-0.315100979540207	0.154293856396868	-2.04221339007638	0.0416619182869372	LGG	P2RX1
hsa-let-7f-5p	-1.09273053734708	0.226613316222921	-4.82200497111191	1.89651630448854e-06	LGG	P2RX1
hsa-let-7d-5p	-0.578241365936461	0.181062146682243	-3.19360714833041	0.00149493774211038	LGG	P2RX1
hsa-let-7b-5p	-0.569595716611914	0.242423370697815	-2.3495907798507	0.0191876031457986	LGG	P2RX1
hsa-miR-29a-3p	-0.177365648526003	0.0681596465850817	-2.60220904028019	0.0095378803770676	LGG	P2RX5
hsa-miR-199a-5p	-0.417659756200691	0.115989027496636	-3.60085574657315	0.0003490899118464	LGG	P2RX7
hsa-miR-26b-5p	-0.464844981140289	0.122916488356174	-3.78179516317869	0.000174887555166949	LGG	P2RY1
hsa-miR-421	-0.329772706135959	0.112179726144769	-2.93968186114471	0.00344360307076675	LGG	P2RY2
hsa-miR-27a-3p	-0.234989513477612	0.100757701446249	-2.33222384100307	0.0201006784927876	LGG	P2RY2
hsa-miR-27b-3p	-0.244420565075145	0.077886857619677	-3.13814900928029	0.00184978745217987	LIHC	ADORA2B
hsa-miR-374b-5p	-0.359220425787652	0.126393853265311	-2.84207195609124	0.00475433710293778	LIHC	ADORA2B
hsa-miR-330-3p	-0.213107675262256	0.0911536928499005	-2.33789404026859	0.0199862218802535	LIHC	ADRA2A
hsa-miR-96-5p	-0.293474344987143	0.102818418714868	-2.85429739783291	0.00457854537225273	LIHC	ADRA2C
hsa-let-7a-5p	-0.46095118319127	0.176007200203624	-2.61893367236109	0.00924848798047934	LIHC	ADRB1
hsa-miR-25-3p	-0.221429711890389	0.0759051093739221	-2.91719113135832	0.00378663954435234	LIHC	ADRB1
hsa-miR-92a-3p	-0.241352124564985	0.100192227652455	-2.40889069162314	0.0165766219007772	LIHC	ADRB1
hsa-miR-218-5p	-0.191529107640794	0.0535279310084228	-3.57811527612857	0.00040070913084611	LIHC	ADRB1
hsa-let-7g-5p	-0.799682453452216	0.283763157827166	-2.81813347291295	0.00512350006485643	LIHC	ADRB2
hsa-let-7c-5p	-0.307118106314703	0.118006006104602	-2.60256334785595	0.00967296019654211	LIHC	ADRB2
hsa-miR-199a-3p	-18.9650707111321	7.32322245804413	-2.58971659263199	0.0100487670204207	LIHC	CHRM3
hsa-miR-32-5p	-0.228423988922758	0.0810340883238623	-2.81886294579923	0.00510337038602354	LIHC	CHRM5
hsa-miR-15b-5p	-0.459390300851085	0.144968273599552	-3.1689023359695	0.00167073251372306	LIHC	GABBR1
hsa-miR-136-5p	-0.224994386303314	0.0997347921166142	-2.25592675864047	0.0247335585821096	LIHC	GRID1
hsa-miR-181d-5p	-0.394586230449815	0.177592537950343	-2.22186266947852	0.0269745775957543	LIHC	GRID1
hsa-let-7g-5p	-1.72028381673607	0.427849286005958	-4.02077056805492	7.17549159473057e-05	LIHC	P2RX1
hsa-let-7c-5p	-0.709901360387794	0.176178716382053	-4.02943882760693	6.92784040215057e-05	LIHC	P2RX1
hsa-miR-199a-5p	-0.196434687596957	0.0622376905658083	-3.15620142410735	0.00174256247596544	LIHC	P2RX7
hsa-miR-27a-3p	-0.42241787095747	0.149412306294713	-2.82719597490356	0.00498864034536712	LIHC	P2RY2
hsa-miR-30d-5p	-0.539464113396277	0.189251208789497	-2.85051871978435	0.00464542966438172	LIHC	P2RY2
hsa-miR-30c-5p	-0.81302869804469	0.205446967380239	-3.95736529193904	9.3216206676184e-05	LIHC	P2RY2
hsa-miR-424-5p	-0.383386246135785	0.121672425161957	-3.15097069550034	0.00172684654957404	LUAD	ADORA2A
hsa-miR-128-3p	-0.189599849124565	0.039386563861265	-4.81382051484386	1.97449192245935e-06	LUAD	ADORA2B
hsa-miR-106b-5p	-0.150343934200358	0.0711708648561692	-2.11243652166081	0.0351553480068808	LUAD	ADRA1B
hsa-miR-17-5p	-0.460745156682296	0.127867739755529	-3.60329476037659	0.000346380796208365	LUAD	ADRA1B
hsa-miR-30b-5p	-0.156606698154027	0.0535019000425576	-2.92712404661246	0.00358249536177219	LUAD	ADRA2A
hsa-miR-96-5p	-0.173605881638128	0.065295738294407	-2.6587628254599	0.00809782047973205	LUAD	ADRA2C
hsa-miR-25-3p	-0.189407825746102	0.0540010763585886	-3.50748241550519	0.000496114590030666	LUAD	ADRB1
hsa-let-7g-5p	-0.567227036959131	0.200172932977006	-2.83368499688361	0.00479488557415019	LUAD	ADRB2
hsa-miR-199b-3p	-37.0323668607362	14.8922258010261	-2.48669120086702	0.013240534121542	LUAD	CHRM3
