ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:2000379	positive regulation of reactive oxygen species metabolic process	17/1875	68/18870	0.000270342783971817	0.00379079179593979	0.00284921808878775	MAPT/PID1/SOD2/GRIN1/AKR1C3/GADD45A/TSPO/CYBA/RIPK3/CBR1/ITGB2/TYROBP/ADGRB1/CLEC7A/F2RL1/AKR1C1/H19	17
GO:0099068	postsynapse assembly	12/1875	39/18870	0.000271264727816751	0.0037943736989208	0.00285191030279347	CBLN1/NTNG2/SPTBN2/ZDHHC12/LRRTM2/NRXN1/LRP4/GRID2/ABI3/IL1RAP/C1QL3/NPTX1	12
GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	15/1875	56/18870	0.00027195774856712	0.00379474378086425	0.00285218846213969	ANXA1/SSTR2/SSTR1/CHRM4/HTR1A/HRH3/CALCRL/HTR2A/CHRM1/SSTR5/HTR2C/HTR6/TSHR/CCL2/HTR5A	15
GO:0045807	positive regulation of endocytosis	30/1875	155/18870	0.000273063254584371	0.00380085356564504	0.00285678067143345	TUB/ANXA2/SFRP4/PTX3/HFE/ABCA13/IL2RG/SLC11A1/SERPINE1/IL15/PLA2G5/C2/ANGPT1/FCER1G/IL2RB/CD300LF/CYBA/SIRPG/C3/DLL1/ITGA2/FCGR2B/TREM2/CLEC7A/COLEC11/PTPRC/C4A/F2RL1/CCL2/CALY	30
GO:1904064	positive regulation of cation transmembrane transport	28/1875	141/18870	0.000276867185721681	0.00384440216661837	0.0028895124774291	STAC/AKAP6/KCNIP2/FLNA/CXCL10/FGF13/NPPA/CXCL9/CXCL11/GRIN1/KCNMB1/P2RY6/KCNN4/PIRT/TREM2/KCNC1/CTSS/CACNA2D1/TRPC3/RAMP3/CAV1/KCNC2/RGS7/KCNE5/ADCYAP1R1/APLNR/OPRK1/RYR2	28
GO:0048771	tissue remodeling	34/1875	184/18870	0.000278589717795472	0.00385890818347839	0.00290041542537736	TIMP1/TNFRSF11B/MMP14/HOXA3/TMBIM1/FLNA/TCIRG1/VDR/RAC2/IL15/SPP1/IL7/LIF/CEACAM1/RUNX1/GPNMB/NOX4/GPR55/IL18/CTHRC1/HAMP/IGFBP5/EPHA2/ITGB3/GDF5/THBS4/CCR2/HAND2/WNT16/CAV1/IL6/ACP5/RSPO3/IL20RA	34
GO:0070372	regulation of ERK1 and ERK2 cascade	51/1875	313/18870	0.000279864964587379	0.00386716321212609	0.00290662003333596	DUSP26/CHI3L1/BMP2/EMILIN1/GBP1/EPHB1/PTPN22/NPNT/PLA2G2A/PDGFA/SPRY1/RPS6KA6/DUSP10/CD74/TBC1D10C/CCL5/HLA-DRB1/SLAMF1/NDRG2/LIF/PLA2G5/GATA4/HTR2A/CEACAM1/ANGPT1/GPNMB/NOX4/CARD9/GPR55/P2RY6/SCIMP/CD44/PDGFD/EPHA2/ICAM1/ITGB3/TREM2/HTR2C/HAVCR2/PDGFRA/PTPRC/HAND2/NECAB2/RAMP3/FAM83D/F2RL1/CHRNA7/CCL2/FGFR3/CCN1/PTPRR	51
GO:0033632	regulation of cell-cell adhesion mediated by integrin	6/1875	11/18870	0.000283756879754606	0.00388324018375715	0.00291870373533015	SWAP70/CD3E/CCL5/DPP4/SKAP1/FERMT3	6
GO:0035723	interleukin-15-mediated signaling pathway	6/1875	11/18870	0.000283756879754606	0.00388324018375715	0.00291870373533015	PLCB1/IL2RG/IL15/STAT5A/IL2RB/JAK3	6
GO:0071350	cellular response to interleukin-15	6/1875	11/18870	0.000283756879754606	0.00388324018375715	0.00291870373533015	PLCB1/IL2RG/IL15/STAT5A/IL2RB/JAK3	6
GO:1901731	positive regulation of platelet aggregation	6/1875	11/18870	0.000283756879754606	0.00388324018375715	0.00291870373533015	PDPN/EMILIN1/F11R/EMILIN2/IL6/MMRN1	6
GO:0060079	excitatory postsynaptic potential	23/1875	107/18870	0.000287874163495376	0.00393013816014191	0.00295395298399269	CBLN1/CUX2/CHRNA4/GLRA3/SLC8A3/RIMS2/GRIK2/STX1B/SLC8A2/MAPK8IP2/CHRNA1/CHRNB2/CHRNA9/NRXN1/GRID2/GRIN1/SHANK1/CELF4/NETO1/GLRA1/RIMS1/GRIN2B/CHRNA7	23
GO:0043410	positive regulation of MAPK cascade	71/1875	474/18870	0.000290418787721114	0.00395539272367536	0.00297293470684042	CHI3L1/BMP2/TGFB2/WNT7B/PLCB1/IQGAP1/DOK6/PTPN22/LTBR/NPNT/PLA2G2A/GDF15/PDGFA/PRKCE/MAPK8IP2/PLCE1/BANK1/CD74/CCL5/NCF1/HLA-DRB1/SLAMF1/ALOX12B/LIF/PLA2G5/CAV2/DOK3/GATA4/MYD88/HTR2A/PIK3R6/ANGPT1/GPNMB/GADD45A/NOX4/GRM4/TNFRSF19/CARD9/GPR55/P2RY6/HGF/SCIMP/FCGR2B/CD44/PDGFD/ICAM1/ITGB3/SPI1/TREM2/HTR2C/HAVCR2/PDGFRA/CD24/PTPRC/HAND2/WNT16/NECAB2/RAMP3/SEMA3A/IQGAP3/IGFBP3/F2RL1/IL6/CHRNA7/RET/GRM1/CCL2/FGFR3/GRM5/GPR37/OPRK1	71
GO:0071241	cellular response to inorganic substance	40/1875	229/18870	0.000292724152586895	0.00397727589660428	0.00298938244005961	SLC1A1/IQGAP1/KCNB1/SMPD3/KCNK3/HFE/SLC25A24/CDK2/AQP1/FBP1/SLC11A1/ALOX5AP/NCF1/KCNH1/CPNE5/DPEP1/AKR1C3/TSPO/UCP2/SERPINF1/CYP1A1/ADGRV1/MT1A/MT1M/RYR3/GLRA1/CEBPA/MT1E/CCNA2/MMP9/SYT4/SYT13/RAD51/SYT10/KCNC2/CPNE9/SYT1/NEUROD2/CPNE7/NPTX1	40
GO:0001666	response to hypoxia	49/1875	298/18870	0.000293685050803065	0.00398083093862345	0.00299205446494852	BMP2/TGFB2/VASN/CHRNA4/MMP14/SOD2/SLC8A3/KCNK3/PLAU/ANG/PLAT/ACAA2/PRKCE/AGTRAP/CHRNB2/KCNJ11/PDLIM1/AQP1/SOD3/POSTN/ASCL2/TWIST1/LIF/HSPG2/DPP4/AJUBA/UCP2/KCNMB1/ITGA2/CYP1A1/F7/TLR2/TREM2/LOXL2/CCNA2/CD24/SCN2A/SOX4/STC2/VCAM1/CAV1/ANGPT2/ADM/CHRNA7/BRIP1/STC1/NDNF/RYR2/NGB	49
GO:0043374	CD8-positive, alpha-beta T cell differentiation	7/1875	15/18870	0.000296211609749685	0.00398660211419611	0.00299639217029357	SOCS1/TOX/IRF1/EOMES/RUNX1/RUNX3/LILRB4	7
GO:0048934	peripheral nervous system neuron differentiation	7/1875	15/18870	0.000296211609749685	0.00398660211419611	0.00299639217029357	ISL2/HOXD10/RUNX1/HOXD9/RUNX3/ONECUT2/HAND2	7
GO:0048935	peripheral nervous system neuron development	7/1875	15/18870	0.000296211609749685	0.00398660211419611	0.00299639217029357	ISL2/HOXD10/RUNX1/HOXD9/RUNX3/ONECUT2/HAND2	7
GO:0048265	response to pain	11/1875	34/18870	0.000297665277973475	0.00399375266764033	0.00300176663750644	SCN3A/TSPO/VWA1/NMUR2/PIRT/THBS4/TACR1/RET/PRKCG/SCN9A/TAC1	11
GO:0022037	metencephalon development	24/1875	114/18870	0.000298696132700141	0.00399375266764033	0.00300176663750644	CBLN1/CDK5R1/OPHN1/SPTBN2/SSTR2/SSTR1/EN1/FAIM2/LHX5/CD3E/GRID2/CDK5R2/NEUROD1/OTX1/GDF10/DLL1/FCGR2B/KCNC1/CNTN1/MYO16/GLI1/KIF14/LMX1A/NEUROD2	24
GO:0007091	metaphase/anaphase transition of mitotic cell cycle	21/1875	94/18870	0.000298847468191601	0.00399375266764033	0.00300176663750644	BCL7A/ACTL6B/NEK6/MAP3K20/CCNB1/CDC20/CDCA8/TACC3/CENPE/CDC6/DLGAP5/NDC80/CENPF/BUB1/ESPL1/BIRC5/SPC24/UBE2C/AURKB/BUB1B/TTK	21
GO:0050905	neuromuscular process	31/1875	163/18870	0.000301124114364864	0.00401475312196527	0.00301755090569005	JPH4/JPH3/HOXA1/STAC/ABCC8/HOXC10/TNR/SLC8A3/FGF12/PCDH15/CHRNA1/GRIN3A/ADCY5/HOXD10/NRXN1/TNNI2/GRID2/TNNT1/SCN1A/SHANK1/USH1C/ATP8A2/CNTNAP2/STRA6/PDE8B/GLRA1/MYH7/CSMD1/ALDH1A3/NEFL/RBFOX1	31
GO:0006213	pyrimidine nucleoside metabolic process	9/1875	24/18870	0.000302653820967606	0.0040163361369897	0.00301874072441006	UPP1/APOBEC3F/DPYD/APOBEC3G/APOBEC3D/TYMP/APOBEC3C/TK1/APOBEC3B	9
GO:0099500	vesicle fusion to plasma membrane	9/1875	24/18870	0.000302653820967606	0.0040163361369897	0.00301874072441006	STX1B/CPLX1/CPLX2/STXBP1/ERC2/SNAP25/RAB3A/DOC2A/SYT1	9
GO:0071674	mononuclear cell migration	37/1875	207/18870	0.000305358980456942	0.00403023956004851	0.00302919075348252	ANXA1/MSN/HSD3B7/PLCB1/TNFRSF14/F11R/GATA3/RARRES2/TNFSF14/SAA1/LGALS3/CXCL10/CCL5/ASCL2/SERPINE1/ZAP70/SLAMF1/CXCL11/CCR5/MYO1G/RIPK3/SPN/ITGAL/ITGB7/PDGFD/ICAM1/ITGB3/SPI1/ALOX5/XG/CCR2/SLAMF8/KLRK1/IL6/RET/CCL2/MADCAM1	37
GO:0002347	response to tumor cell	13/1875	45/18870	0.000306329139521791	0.00403023956004851	0.00302919075348252	HLA-DRB1/MR1/CEACAM1/ABI3/PRF1/IL4I1/NKG7/SPI1/CD226/HAVCR2/DLEC1/PLK5/IGFBPL1	13
GO:0034331	cell junction maintenance	13/1875	45/18870	0.000306329139521791	0.00403023956004851	0.00302919075348252	CBLN1/SHANK2/OPHN1/CAMSAP3/ADGRB3/BSN/CBLN2/SHANK1/ITGB3/ERC2/C1QL1/RAB3A/F2RL1	13
GO:0097530	granulocyte migration	30/1875	156/18870	0.000306533238977868	0.00403023956004851	0.00302919075348252	ANXA1/TGFB2/VAV3/TNFAIP6/RARRES2/SAA1/LGALS3/CXCL10/CD74/CCL5/RAC2/SLAMF1/TREM1/MYD88/DPEP1/CXCL9/CXCL11/ADGRE2/DPP4/FCER1G/BST1/ITGB2/THBS4/PTGER4/XG/SLAMF8/MCOLN2/S100A9/CCL2/S100A8	30
GO:0002687	positive regulation of leukocyte migration	29/1875	149/18870	0.000310500723804916	0.00404896987904921	0.00304326875263899	MMP14/SWAP70/TNFRSF14/RARRES2/TNFSF14/LGALS3/CXCL10/CD74/CCL5/ASCL2/RAC2/SERPINE1/SLAMF1/SPN/ITGA2/F7/PDGFD/ICAM1/ITGB3/SPI1/THBS4/TREM2/XG/CCR2/TACR1/LYVE1/F2RL1/IL6/MADCAM1	29
GO:0031623	receptor internalization	26/1875	128/18870	0.000310965059697689	0.00404896987904921	0.00304326875263899	DNM3/CACNG2/ANXA2/SFRP4/OPHN1/LRRTM2/CALCRL/CEACAM1/ANGPT1/FCER1G/LRRTM1/ITGB2/ITGB3/GRIA1/CACNG4/LILRB1/SNAP25/LILRB4/NECAB2/RAMP3/ARC/CAV1/ADM/CACNG8/CACNG3/CALY	26
GO:0002710	negative regulation of T cell mediated immunity	10/1875	29/18870	0.000311513930620684	0.00404896987904921	0.00304326875263899	HFE/SLAMF1/CEACAM1/CD80/IL4I1/SPN/FCGR2B/LILRB1/PTPRC/LILRB4	10
GO:0072207	metanephric epithelium development	10/1875	29/18870	0.000311513930620684	0.00404896987904921	0.00304326875263899	WNT7B/LAMB2/SOX8/AQP1/LIF/WT1/SLC22A6/WWTR1/CALB1/HES5	10
GO:1905820	positive regulation of chromosome separation	10/1875	29/18870	0.000311513930620684	0.00404896987904921	0.00304326875263899	PLSCR1/SMC4/CDC20/CDCA8/DLGAP5/ESPL1/BIRC5/NCAPG/UBE2C/AURKB	10
GO:0071248	cellular response to metal ion	36/1875	200/18870	0.000318218635047375	0.00412669405313145	0.00310168745106721	SLC1A1/IQGAP1/KCNB1/SMPD3/KCNK3/HFE/SLC25A24/AQP1/FBP1/SLC11A1/ALOX5AP/NCF1/KCNH1/CPNE5/DPEP1/AKR1C3/TSPO/UCP2/SERPINF1/CYP1A1/ADGRV1/MT1A/MT1M/RYR3/GLRA1/CEBPA/MT1E/MMP9/SYT4/SYT13/SYT10/CPNE9/SYT1/NEUROD2/CPNE7/NPTX1	36
GO:0099565	chemical synaptic transmission, postsynaptic	24/1875	115/18870	0.000342508910975883	0.00443159825042205	0.00333085818927504	CBLN1/CUX2/CHRNA4/GLRA3/SLC8A3/RIMS2/GRIK2/STX1B/SLC8A2/MAPK8IP2/CHRNA1/CHRNB2/CHRNA9/NRXN1/INSYN2B/GRID2/GRIN1/SHANK1/CELF4/NETO1/GLRA1/RIMS1/GRIN2B/CHRNA7	24
GO:0046879	hormone secretion	50/1875	308/18870	0.000349063513939382	0.00450616459151225	0.0033869034112987	ANXA1/GABBR1/PLCB1/ABCC8/KCNB1/SMPD3/BRSK2/RIMS2/F2RL2/GATA3/HFE/PRKCE/KCNJ11/HTR1A/TCIRG1/CPLX1/ADCY5/AQP1/RAPGEF4/CCL5/CHGA/SPP1/HLA-DRB1/LIF/CRHR1/GCK/G6PC2/NEUROD1/GLP1R/TSPO/SSTR5/GPR27/UCP2/VAMP8/ALOX5/PDE8B/TACR1/HTR2C/SNAP25/PRKCB/SOX4/PTPRN/RAB3A/F2RL1/IL6/ACVR1C/TFAP2B/OPRK1/VSNL1/VIP	50
GO:0043368	positive T cell selection	12/1875	40/18870	0.000352810525664514	0.00453397364019882	0.00340780512492871	TOX/CD3E/CD3D/CD74/ZAP70/SLAMF6/BATF/CD3G/SOCS3/SPN/PTPRC/IL6	12
GO:0045730	respiratory burst	12/1875	40/18870	0.000352810525664514	0.00453397364019882	0.00340780512492871	DUSP10/SLC11A1/RAC2/NCF1/CYBA/NCF1B/NCF1C/TREM2/CLEC7A/SLAMF8/CD52/CD24	12
GO:0090596	sensory organ morphogenesis	46/1875	277/18870	0.000353716822696631	0.00453538259372054	0.00340886411631533	HOXA1/NOG/SLC1A1/MEGF11/CABP4/AQP5/SOX8/EPHB1/NECTIN1/DSCAM/COL5A2/OSR2/GATA3/COL8A1/HOXA2/HOXC13/LCTL/FZD6/CHRNA9/FZD2/AQP1/COL5A1/CRB2/TWIST1/VAX2/COL8A2/MFAP2/OTX1/USH1C/NKX3-2/DLL1/CTHRC1/EYA1/ATP8A2/EPHA2/STRA6/FGF9/PITX2/ALDH1A3/WNT16/EFEMP1/CALB1/TFAP2B/HCN1/OLFM3/GJB6	46
GO:0086003	cardiac muscle cell contraction	18/1875	76/18870	0.000371755039138283	0.00475595828722302	0.00357465223914162	FGF12/FLNA/GJC1/SCN3B/DSG2/FGF13/GATA4/SCN1A/CTNNA3/SGCD/KCNE4/CACNA2D1/KCNJ3/SCN2B/CAV1/KCNE5/STC1/RYR2	18
GO:0045582	positive regulation of T cell differentiation	24/1875	116/18870	0.000391869828329467	0.00500205141856425	0.00375961966523314	ANXA1/SOCS1/ACTL6B/GATA3/IL2RG/DUSP10/CD74/HLA-DRA/ZAP70/HLA-DRB1/IL7/PIK3R6/RUNX1/CD80/IL4I1/IL18/RHOH/SASH3/RUNX3/SOX4/PTPRC/LILRB4/VNN1/TESPA1	24
GO:0002577	regulation of antigen processing and presentation	8/1875	20/18870	0.000394150239009963	0.00501990449817387	0.00377303831761569	HFE/CD74/SLC11A1/HLA-DOA/FCGR2B/TREM2/FGL2/HLA-DOB	8
GO:0002719	negative regulation of cytokine production involved in immune response	11/1875	35/18870	0.000395453013131828	0.00502525447267745	0.0037770594416844	TGFB2/HFE/BST2/CD96/SLAMF1/TWIST1/ANGPT1/LILRB1/JAK3/LILRB4/ACP5	11
GO:0071774	response to fibroblast growth factor	25/1875	123/18870	0.000397990516713435	0.0050462361061238	0.00379282956380287	GALNT3/NOG/IQGAP1/FAM20C/FLRT1/GATA3/SPRY1/FGFRL1/SULF2/SHCBP1/POSTN/TNC/CCL5/COL1A1/CD44/KCNC1/FGF9/SPRY4/NGFR/ZFP36/CCL2/FGFR3/FGF17/SULF1/NDNF	25
GO:0050819	negative regulation of coagulation	14/1875	52/18870	0.000407109813905531	0.00515039149014265	0.00387111437082102	ANXA2/ANXA5/SERPING1/PLAU/PLAT/PDGFA/PLAUR/SERPINE1/CEACAM1/PROC/FAP/PDGFRA/ADAMTS18/TFPI	14
GO:0007492	endoderm development	19/1875	83/18870	0.000410995424728893	0.00517515296559432	0.00388972548099529	NOG/MMP14/COL4A2/LAMC1/COL5A2/COL8A1/HOXC11/ITGA5/HMGA2/COL5A1/ITGA7/GATA4/EOMES/ITGB2/LAMB1/MMP9/COL12A1/ARC/NR0B1	19
GO:0001706	endoderm formation	15/1875	58/18870	0.000411593811619857	0.00517515296559432	0.00388972548099529	NOG/MMP14/COL4A2/COL5A2/COL8A1/ITGA5/HMGA2/COL5A1/ITGA7/EOMES/ITGB2/LAMB1/MMP9/COL12A1/NR0B1	15
GO:0006814	sodium ion transport	42/1875	248/18870	0.000411794184685443	0.00517515296559432	0.00388972548099529	NALCN/FXYD6/ASIC4/SLC8A3/FGF12/SCN3A/HECW1/SLC8A2/ASIC1/PRKCE/NKAIN1/SLC9C2/SCN3B/ATP1A3/SLC9A2/SLC34A2/FGF13/NPPA/NKX2-5/FGF14/SCN1A/SCNN1B/SLC38A1/NETO1/SLC5A9/CNTN1/SLC13A3/SCN2A/SCN8A/SCN2B/SLC17A6/FXYD3/SLC6A17/ASIC2/SLC17A8/HCN1/SLC4A10/SLC17A7/SLC6A15/FXYD7/SLC6A7/SCN9A	42
GO:0050767	regulation of neurogenesis	60/1875	390/18870	0.000414687447620735	0.00520003444780803	0.00390842679011892	BMP2/SEMA4G/MAPT/ANXA2/NOG/CUX2/MAP2/OTP/SHOX2/CLCF1/DMRTA2/HOXB3/ABCC8/SEMA6B/TNR/SOX8/SLIT1/DSCAM/SLITRK1/IL1RAPL1/DUSP10/FEZF1/GSX2/L1CAM/DLL3/FGF13/LRP4/ZNF488/OLIG2/ASCL2/SPP1/LIF/CHODL/TSPO/RTN4R/DLL1/MCF2/SERPINF1/HAPLN1/WDR62/BRINP1/TLR2/TREM2/SPINT1/S100A10/SYT4/MME/SEMA3D/RASSF10/ASPM/SEMA3A/DCC/NR2E1/IL6/HES5/NEURL1/GRM5/FSTL4/SEMA3E/NEFL	60
GO:0001823	mesonephros development	22/1875	103/18870	0.000424080151168052	0.0053061281331862	0.00398816845459371	BMP2/NOG/FOXJ1/SOX8/OSR2/HOXD11/GATA3/NPNT/SPRY1/BASP1/HOXB7/HS3ST3B1/GDNF/GREB1L/EYA1/SDC1/WT1/HOXA11/SDC4/CRLF1/CALB1/RET	22
GO:0035640	exploration behavior	10/1875	30/18870	0.000425972723811862	0.00531716246617288	0.00399646203093231	JPH3/NOG/TNR/PRKCE/HTR1A/DPP4/LRRTM1/BRINP1/GAD1/SLC4A10	10
GO:0003341	cilium movement	36/1875	203/18870	0.000426830010019499	0.00531716246617288	0.00399646203093231	CFAP45/DNAH11/DNAI4/CAMSAP3/RSPH4A/CELF3/CFAP61/SPAG17/JHY/TTC12/CCDC65/CCDC40/DNAI3/CFAP206/CFAP100/HOATZ/CCDC103/DRC1/CFAP251/CFAP73/DRC7/SPEF1/CFAP157/ZMYND10/ROPN1L/TACR1/GAS2L2/DNAH5/DNAH9/TEKT1/RGN/CFAP43/SMCP/CFAP91/CHRNA7/NEURL1	36
GO:0060041	retina development in camera-type eye	30/1875	159/18870	0.000429803774439786	0.00533967816308393	0.00401338517901692	TUB/TGFB2/SLC1A1/LAMB2/MEGF11/CABP4/SOX8/NECTIN1/DSCAM/DCX/COL4A1/TCIRG1/CRB2/VAX2/NEUROD1/USH1C/DLL1/SERPINF1/ATP8A2/CELF4/NEUROD4/PDGFRA/PDE6B/NR2E1/CALB1/RET/TFAP2B/SLC17A8/HCN1/SLC17A7	30
GO:0046629	gamma-delta T cell activation	9/1875	25/18870	0.000431451248027157	0.00533967816308393	0.00401338517901692	TCF7/CD3E/CD247/ITK/CD3G/MICB/LILRB1/SOX4/PTPRC	9
GO:0072243	metanephric nephron epithelium development	9/1875	25/18870	0.000431451248027157	0.00533967816308393	0.00401338517901692	WNT7B/LAMB2/SOX8/AQP1/LIF/SLC22A6/WWTR1/CALB1/HES5	9
GO:0030072	peptide hormone secretion	41/1875	241/18870	0.000435677470430437	0.00538028598516372	0.00404390664984525	ANXA1/GABBR1/PLCB1/ABCC8/KCNB1/SMPD3/BRSK2/RIMS2/F2RL2/HFE/PRKCE/KCNJ11/TCIRG1/CPLX1/ADCY5/AQP1/RAPGEF4/CCL5/CHGA/HLA-DRB1/CRHR1/GCK/G6PC2/NEUROD1/SSTR5/GPR27/UCP2/ALOX5/PDE8B/HTR2C/SNAP25/PRKCB/SOX4/PTPRN/RAB3A/F2RL1/IL6/ACVR1C/TFAP2B/VSNL1/VIP	41
GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	23/1875	110/18870	0.00043813029799219	0.00539839524103564	0.00405751784829197	ABCC8/HSPB1/CD2/IFIH1/TWIST1/MYD88/OAS2/FCGR3A/SPON2/CYBA/CARD9/SPN/OAS1/LILRA2/SASH3/TYROBP/TLR2/CCR2/CLEC7A/HAVCR2/LY96/PTPRC/IL6	23
GO:1903531	negative regulation of secretion by cell	29/1875	152/18870	0.00043904039989452	0.00539839524103564	0.00405751784829197	ANXA1/GABBR1/ABCC8/KCNB1/TNFRSF1A/IL1RAPL1/ASIC1/KCNJ11/HRH3/CHGA/IL13RA2/LIF/CEACAM1/TSPO/MAOB/UCP2/VAMP8/FCGR2B/SPI1/STXBP6/CCR2/PDE8B/LILRB1/SYT4/RSAD2/F2RL1/ACVR1C/OPRK1/VSNL1	29
GO:0009914	hormone transport	51/1875	319/18870	0.000443052441001201	0.00542831721285822	0.00408000766782266	ANXA1/GABBR1/PLCB1/ABCC8/KCNB1/SMPD3/BRSK2/RIMS2/F2RL2/GATA3/HFE/PRKCE/KCNJ11/HTR1A/TCIRG1/CPLX1/ADCY5/AQP1/RAPGEF4/CCL5/CHGA/SPP1/HLA-DRB1/LIF/CRHR1/GCK/G6PC2/NEUROD1/GLP1R/TSPO/SSTR5/GPR27/UCP2/VAMP8/ALOX5/PDE8B/TACR1/HTR2C/SNAP25/PRKCB/SOX4/PTPRN/RAB3A/F2RL1/IL6/ACVR1C/TFAP2B/OPRK1/VSNL1/VIP/CRYM	51
GO:0030071	regulation of mitotic metaphase/anaphase transition	20/1875	90/18870	0.000443380907075193	0.00542831721285822	0.00408000766782266	BCL7A/ACTL6B/NEK6/MAP3K20/CCNB1/CDC20/CDCA8/CENPE/CDC6/DLGAP5/NDC80/CENPF/BUB1/ESPL1/BIRC5/SPC24/UBE2C/AURKB/BUB1B/TTK	20
GO:0072676	lymphocyte migration	25/1875	124/18870	0.00045228406741022	0.00550112479549982	0.00413473097963459	MSN/HSD3B7/TNFRSF14/F11R/GATA3/TNFSF14/SAA1/CXCL10/CCL5/ASCL2/ZAP70/CXCL11/MYO1G/RIPK3/SPN/ITGAL/ITGB7/ICAM1/ITGB3/XG/CCR2/KLRK1/RET/CCL2/MADCAM1	25
GO:0051983	regulation of chromosome segregation	26/1875	131/18870	0.000453418837460629	0.00550112479549982	0.00413473097963459	BCL7A/PLSCR1/ACTL6B/SMC4/NEK6/MAP3K20/CCNB1/CDC20/CDCA8/TACC3/KIF2C/CDCA2/CENPE/CDC6/DLGAP5/NDC80/CENPF/BUB1/ESPL1/BIRC5/NCAPG/SPC24/UBE2C/AURKB/BUB1B/TTK	26
GO:0014046	dopamine secretion	12/1875	41/18870	0.000454159257664661	0.00550112479549982	0.00413473097963459	GABBR1/CHRNA4/CHRNB2/HTR2A/GDNF/PRKCB/SYT4/SYT13/SYT10/SNCG/OPRK1/SYT1	12
GO:0042554	superoxide anion generation	12/1875	41/18870	0.000454159257664661	0.00550112479549982	0.00413473097963459	MAPT/SOD2/NCF1/NOX4/CYBA/NCF1B/ITGB2/NCF1C/TYROBP/CLEC7A/F2RL1/ACP5	12
GO:0051954	positive regulation of amine transport	12/1875	41/18870	0.000454159257664661	0.00550112479549982	0.00413473097963459	GABBR1/KCNB1/CHRNB2/GDNF/STXBP1/SLC38A1/KMO/SYT4/SLC17A8/OPRK1/SYT1/VIP	12
GO:1903532	positive regulation of secretion by cell	47/1875	288/18870	0.000458492343970568	0.00554181935079499	0.00416531764049694	GABBR1/BMP2/TGFB2/ANXA2/PLCB1/ABCC8/KCNB1/SMPD3/F2RL2/ANG/STX1B/HFE/PRKCE/KLRC2/GPR158/CHRNB2/RAPGEF4/SPP1/HLA-DRB1/GDNF/GCK/CDK5R2/STXBP1/GPR27/VAMP8/RAB27B/SDC1/KCNN4/ITGB2/TLR2/TREM2/KMO/CADPS/TACR1/S100A10/SNAP25/PRKCB/SYT4/SOX4/RAB3A/SDC4/SYT10/F2RL1/OPRK1/VSNL1/SYT1/VIP	47
GO:0044784	metaphase/anaphase transition of cell cycle	21/1875	97/18870	0.000469010332186676	0.00564498059437368	0.004242855236094	BCL7A/ACTL6B/NEK6/MAP3K20/CCNB1/CDC20/CDCA8/TACC3/CENPE/CDC6/DLGAP5/NDC80/CENPF/BUB1/ESPL1/BIRC5/SPC24/UBE2C/AURKB/BUB1B/TTK	21
GO:0051952	regulation of amine transport	21/1875	97/18870	0.000469010332186676	0.00564498059437368	0.004242855236094	GABBR1/CHRNA4/KCNB1/CHRNB2/HRH3/CHGA/HTR2A/GDNF/STXBP1/SLC38A1/KMO/PRKCB/SYT4/SYT13/SYT10/CHRNA7/SNCG/SLC17A8/OPRK1/SYT1/VIP	21
GO:0046135	pyrimidine nucleoside catabolic process	7/1875	16/18870	0.000481533121572429	0.00578347692217688	0.00434695123071713	UPP1/APOBEC3F/DPYD/APOBEC3G/APOBEC3D/APOBEC3C/APOBEC3B	7
GO:0002701	negative regulation of production of molecular mediator of immune response	13/1875	47/18870	0.000488848093453615	0.00583440711956275	0.00438523115941508	TGFB2/HFE/BST2/CD96/SLAMF1/IL13RA2/TWIST1/ANGPT1/FCGR2B/LILRB1/JAK3/LILRB4/ACP5	13
GO:0043300	regulation of leukocyte degranulation	13/1875	47/18870	0.000488848093453615	0.00583440711956275	0.00438523115941508	KLRC2/RAC2/IL13RA2/PRAM1/CEACAM1/ADGRE2/STXBP1/VAMP8/FCGR2B/ITGB2/SPI1/CCR2/F2RL1	13
GO:1905314	semi-lunar valve development	13/1875	47/18870	0.000488848093453615	0.00583440711956275	0.00438523115941508	BMP2/TGFB2/EMILIN1/GATA3/TNFRSF1A/TWIST1/NPPA/GATA4/NKX2-5/NFATC1/SNAI1/STRA6/GATA5	13
GO:0002715	regulation of natural killer cell mediated immunity	14/1875	53/18870	0.000503289060819806	0.00595680794853878	0.0044772295267152	KLRC3/KLRC4/KLRC2/SH2D1A/CD96/HLA-B/KLRB1/CEACAM1/SLAMF6/PIK3R6/CD226/HAVCR2/KLRK1/LILRB1	14
GO:0045058	T cell selection	14/1875	53/18870	0.000503289060819806	0.00595680794853878	0.0044772295267152	GATA3/TOX/CD3E/CD3D/CD74/IL15/ZAP70/SLAMF6/BATF/CD3G/SOCS3/SPN/PTPRC/IL6	14
GO:0086002	cardiac muscle cell action potential involved in contraction	14/1875	53/18870	0.000503289060819806	0.00595680794853878	0.0044772295267152	FGF12/FLNA/GJC1/SCN3B/DSG2/SCN1A/CTNNA3/KCNE4/CACNA2D1/KCNJ3/SCN2B/CAV1/KCNE5/RYR2	14
