ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:1902476	chloride transmembrane transport	28/1875	110/18870	2.27614335479256e-06	9.03056739518044e-05	6.78751494659341e-05	CLIC1/GABRB3/SLC1A1/GLRA3/GABRA3/SLC25A27/BEST4/APOL1/GABRG2/GABRD/UCP2/NMUR2/GABRG1/BEST3/GLRA1/CLIC6/GABRB1/SLC17A6/ANO3/ANO4/FXYD3/GABRA1/SLC12A5/GABRB2/SLC17A8/GABRA4/SLC17A7/GABRA5	28
GO:0099637	neurotransmitter receptor transport	12/1875	26/18870	2.28421167206391e-06	9.03056739518044e-05	6.78751494659341e-05	CACNG2/SLC1A1/STX1B/GRIP1/CPLX1/ARHGAP44/NETO1/CACNG4/SNAP25/GRIP2/CACNG8/CACNG3	12
GO:0002699	positive regulation of immune effector process	52/1875	270/18870	2.30529557883614e-06	9.05106740021666e-05	6.80292306930593e-05	ANXA1/CLCF1/KLRC3/TNFRSF14/PTPN22/GATA3/HFE/KLRC4/KLRC2/SH2D1A/CD74/TICAM2/RAC2/HLA-DRA/ULBP3/HLA-DRB1/SLAMF1/IL13RA2/HLA-B/PLA2G5/MYD88/MR1/SLAMF6/HLA-DMB/ADGRE2/STXBP1/TRIM6/CD80/SPON2/ULBP1/CARD9/VAMP8/C3/MICB/IL18/SASH3/SCIMP/ITGB2/TYROBP/SPI1/CD226/TREM2/CCR2/CLEC7A/KLRK1/LILRB1/COLEC11/PTPRC/RSAD2/F2RL1/IL6/KLK7	52
GO:0043583	ear development	45/1875	221/18870	2.33723573665369e-06	9.11361852655444e-05	6.84993746899587e-05	BMP2/TGFB2/HOXA1/NOG/RDH10/KCNK3/OSR2/GATA3/HOXA2/SLC25A27/PCDH15/EYA4/FZD6/CHRNA9/FZD2/TWIST1/LGR5/NEUROD1/OTX1/USH1C/NKX3-2/DLL1/CTHRC1/ADGRV1/EYA1/CEBPD/ATP8A2/STRA6/ROR1/CYTL1/CEBPA/FGF9/CCNA2/ALDH1A3/MCOLN3/SDC4/FREM2/LHX3/CALB1/GJB2/HES5/GABRB2/SLC17A8/GABRA5/GJB6	45
GO:0033628	regulation of cell adhesion mediated by integrin	17/1875	49/18870	2.43354391877407e-06	9.42460240107534e-05	7.08367778719411e-05	TGFB2/FERMT1/SWAP70/PLAU/MUC1/CD3E/CCL5/SERPINE1/SFRP2/LIF/DPP4/SKAP1/FERMT3/NEXMIF/EPHA2/ITGB3/RET	17
GO:0001822	kidney development	58/1875	314/18870	2.49185740361342e-06	9.58523256673731e-05	7.20440991869741e-05	BMP2/TGFB2/WNT7B/NOG/IQGAP1/FOXJ1/LAMB2/GFRA1/SOX8/RDH10/OSR2/HOXD11/GATA3/NPNT/PDGFA/SPRY1/HOXC11/PLCE1/SULF2/BASP1/AQP1/LRP4/HOXB7/HS3ST3B1/LIF/GDNF/ANGPT1/GREB1L/DLL1/SERPINF1/EYA1/SDC1/WT1/PDGFD/ITGB3/STRA6/SLC22A6/PDGFRA/RGN/CD24/UPK3A/MMP9/SOX4/MME/HOXA11/WWTR1/SDC4/IRX2/FREM2/CENPF/ENPEP/ANGPT2/CRLF1/CALB1/RET/HES5/TFAP2B/SULF1	58
GO:0002819	regulation of adaptive immune response	43/1875	208/18870	2.57223572813452e-06	9.828012080718e-05	7.38688677842941e-05	ANXA1/CLCF1/FOXJ1/TNFRSF14/GATA3/HFE/DUSP10/SLC11A1/ASCL2/HLA-DRA/ULBP3/HLA-DRB1/IRF1/SLAMF1/IRF7/HLA-B/MR1/CEACAM1/BATF/CD80/SKAP1/RIPK3/ULBP1/IL4I1/CARD9/C3/MICB/SPN/IL18/SASH3/FCGR2B/CD226/TREM2/CCR2/CLEC7A/HAVCR2/LILRB1/PTPRC/JAK3/LILRB4/RSAD2/IL6/TNFSF13B	43
GO:0010038	response to metal ion	64/1875	359/18870	2.68633911131889e-06	0.000101860396882681	7.65598589825172e-05	TNFRSF11B/CACNG2/MAPT/CASP8/SLC1A1/IQGAP1/PLSCR1/KCNIP2/ABCC8/KCNB1/SOD2/SMPD3/KCNK3/HFE/PGAM2/SLC25A24/TCIRG1/AQP1/SOD3/FBP1/SLC11A1/ALOX5AP/NCF1/KCNH1/CPNE5/DPEP1/AKR1C3/TSPO/MAOB/UCP2/KCNMB1/SERPINF1/CYP1A1/ADGRV1/HAMP/CNGA3/SDC1/MT1A/MT1M/GRIA1/RYR3/KCNC1/LOXL2/GLRA1/CEBPA/MT1E/MTTP/MMP9/SYT4/TRPC3/SYT13/VCAM1/CAV1/SYT10/KCNC2/S100A8/CPNE9/SYT1/NEUROD2/CPNE7/NPTX1/RYR2/TNNT2/SLC30A3	64
GO:0048525	negative regulation of viral process	25/1875	93/18870	2.70172491292549e-06	0.000101860396882681	7.65598589825172e-05	APOBEC3F/PLSCR1/APOBEC3G/APOBEC3D/LTF/PTX3/BST2/APOBEC3C/CIITA/HMGA2/ISG20/MX1/IFITM3/CCL5/IFIH1/OAS2/TRIM6/OAS1/ISG15/OASL/LRRC15/BTBD17/RSAD2/APOBEC3B/ZFP36	25
GO:1903131	mononuclear cell differentiation	80/1875	481/18870	2.76171646892542e-06	0.000103437183273634	7.77449961646941e-05	ANXA1/HDAC4/CLCF1/FOXJ1/MMP14/SOCS1/ACTL6B/HOXA7/PTPN22/TCF7/LTBR/GATA3/LGALS1/CD2/IL2RG/TOX/DUSP10/TMEM176B/TCIRG1/CD3E/CD3D/ZNF683/LCK/CD74/ASCL2/HLA-DRA/IL15/ZAP70/TMEM176A/HLA-DRB1/IRF1/SLAMF1/IRF7/IL7/HLA-B/MR1/HLA-DOA/EOMES/NFATC1/SLAMF6/ITK/PIK3R6/CD40LG/BATF/RUNX1/FCER1G/CD3G/CD80/CD79B/RIPK3/IL4I1/SOCS3/BATF3/DLL1/SPN/IL18/RHOH/SASH3/FCGR2B/SPI1/TREM2/RUNX3/PTGER4/CCR2/SLAMF8/FGL2/LILRB1/DHRS2/SOX4/PTPRC/JAK3/LILRB4/RSAD2/VNN1/VCAM1/CD8A/F2RL1/IL6/TNFSF13B/TESPA1	80
GO:0002685	regulation of leukocyte migration	46/1875	230/18870	3.02782018449582e-06	0.000112662616407416	8.46789752320297e-05	ANXA1/MSN/EMILIN1/PLCB1/MMP14/SWAP70/SMPD3/TNFRSF14/HOXA7/TNFAIP6/RARRES2/FUT9/CXCR3/TNFSF14/LGALS3/CXCL10/CD74/CCL5/ASCL2/RAC2/SERPINE1/SLAMF1/MYD88/DPP4/RIPK3/BST1/SPN/ITGA2/F7/PDGFD/ICAM1/ITGB3/SPI1/THBS4/TREM2/PTGER4/XG/CCR2/TACR1/SLAMF8/LYVE1/KLRK1/F2RL1/IL6/CCL2/MADCAM1	46
GO:0099173	postsynapse organization	41/1875	196/18870	3.19651195904608e-06	0.000118167159628892	8.88162755538095e-05	CBLN1/DNM3/INA/SHANK2/SHISA7/CUX2/NTNG2/CDK5R1/OPHN1/GRID1/SPTBN2/EPHB1/ZNF804A/ZDHHC12/LRRTM2/IL1RAPL1/ACTN1/LHFPL4/NRXN1/LRP4/PAK3/FRRS1L/GRID2/GDNF/ABI3/ARHGAP44/SHANK1/ROR2/HIP1R/FCGR2B/ITGB3/TREM2/GRIN2B/IL1RAP/ARC/PPFIA2/CHRNA7/SHISA6/NEFL/C1QL3/NPTX1	41
GO:0031294	lymphocyte costimulation	17/1875	50/18870	3.34754780240841e-06	0.000122952191220071	9.24127797405106e-05	TNFRSF14/LGALS1/TNFSF14/PDCD1LG2/CD3E/LCK/CD5/ICOS/CD40LG/DPP4/CD80/SPN/KLRK1/CD24/LILRB4/CAV1/TNFSF13B	17
GO:1901890	positive regulation of cell junction assembly	27/1875	106/18870	3.38309951390092e-06	0.000123461445722038	9.27955433468776e-05	CBLN1/CUX2/SLITRK5/LRRTM3/EPHB1/SLITRK1/LRRTM2/ADGRB3/IL1RAPL1/SRPX2/NRXN1/AMIGO2/GRID2/CBLN2/LRRTM1/CNTNAP2/EPHA2/ADGRB1/S100A10/LRTM2/IL1RAP/ST8SIA2/SDC4/CAV1/HOPX/ASIC2/SLITRK4	27
GO:0002833	positive regulation of response to biotic stimulus	65/1875	369/18870	3.4147108262985e-06	0.000123821329516671	9.30660376057888e-05	CASP6/EMILIN1/RNF135/PLSCR1/KLRC3/LTF/NMI/PTPN22/ZDHHC12/GBP5/EMILIN2/KLRC4/PARP9/PRKCE/KLRC2/CASP1/SH2D1A/UNC93B1/TIFA/ALPK1/SLC15A3/GFI1/TICAM2/RBM47/CCL5/COLEC12/IFIH1/CGAS/PAK3/HLA-DRB1/IRF1/IRF7/PLA2G5/MYD88/MR1/SLAMF6/NLRC5/TRIM6/CD300LF/CYBA/CARD9/OAS1/ZBP1/LILRA2/FOSL1/SCIMP/TYROBP/SPI1/OASL/TLR2/CD226/TREM2/CD180/CTSS/CLEC7A/HAVCR2/LY96/KLRK1/COLEC11/GBP2/RSAD2/TLR8/CAV1/F2RL1/KLK7	65
GO:0017156	calcium-ion regulated exocytosis	20/1875	66/18870	3.61562203343826e-06	0.000130276811622557	9.79180783872519e-05	KCNB1/RIMS2/STX1B/UNC13A/RAPGEF4/CDK5R2/STXBP1/CADPS/RIMS1/SNAP25/SYT4/RAB3A/SYT13/SCIN/SYN2/SYT10/UNC13C/RPH3A/DOC2A/SYT1	20
GO:0002698	negative regulation of immune effector process	30/1875	125/18870	3.73155454843811e-06	0.000133608427951309	0.000100422173051313	ANXA1/TGFB2/FOXJ1/SERPING1/HFE/LGALS3/BST2/DUSP10/CD96/ASCL2/SLAMF1/IL13RA2/TWIST1/HLA-B/CEACAM1/ANGPT1/CD80/IL4I1/SPN/FCGR2B/SPI1/CCR2/SLAMF8/HAVCR2/FGL2/LILRB1/PTPRC/JAK3/LILRB4/ACP5	30
GO:0002429	immune response-activating cell surface receptor signaling pathway	58/1875	318/18870	3.75803580885436e-06	0.000133715611623799	0.000100502733967059	PLSCR1/VAV3/KLRC3/GBP1/LTF/NMI/PTPN22/GATA3/KLRC4/LGALS3/PRKCE/KLRC2/BANK1/SH2D1A/CD3E/CD3D/UBASH3A/LCK/TICAM2/CD247/HLA-DPB1/PAK3/ZAP70/HLA-DRB1/PRAM1/MYD88/CEACAM1/ITK/FCER1G/MYO1G/CD3G/CD79B/CYBA/SKAP1/MICB/HLA-DQB1/OAS1/LILRA2/KCNN4/SCIMP/FCGR2B/TYROBP/TLR2/CD226/TREM2/CLEC7A/LAT2/LY96/KLRK1/COLEC11/PRKCB/PTPRC/LILRB4/CD8A/F2RL1/FPR1/FPR3/TESPA1	58
GO:0007160	cell-matrix adhesion	47/1875	239/18870	3.85465370933664e-06	0.000136301512840084	0.000102446337551183	TRIP6/FERMT1/EMILIN1/MMP14/EFEMP2/CAMSAP3/HOXA7/PLAU/NPNT/ECM2/ACTN1/ITGA5/EPHA1/CD96/CD3E/L1CAM/FBLN5/POSTN/RHOD/SERPINE1/ITGA7/AJUBA/SKAP1/PARVG/BST1/FERMT3/NEXMIF/ITGAL/ITGB4/ITGA2/ITGB7/CD44/ITGB2/ITGB3/COL3A1/ONECUT2/LYVE1/S100A10/ITGAX/AJAP1/SDC4/VCAM1/MSLN/PPFIA2/MADCAM1/HOXD3/SEMA3E	47
GO:0051607	defense response to virus	60/1875	334/18870	4.24980585460466e-06	0.00014861350346356	0.000111700221246659	RNF135/APOBEC3F/PLSCR1/APOBEC3G/APOBEC3D/GBP1/PTPN22/ZDHHC12/GBP5/PARP9/CXCL10/BST2/APOBEC3C/CASP1/UNC93B1/HERC5/ISG20/MX1/IFITM3/IFIH1/CGAS/IL15/IRF1/IRF7/MYD88/CXCL9/OAS2/NLRC5/TRIM6/SPON2/PRF1/RIPK3/GBP3/MX2/CARD9/VAMP8/MICB/SPN/IFI6/OAS1/ISG15/ZBP1/ZDHHC1/OASL/TLR2/TREM2/RNASE2/FGL2/IFNLR1/LILRB1/ITGAX/GBP2/PTPRC/RSAD2/TLR8/F2RL1/APOBEC3B/IL6/SERINC5/OPRK1	60
GO:0097553	calcium ion transmembrane import into cytosol	42/1875	205/18870	4.25505024847361e-06	0.00014861350346356	0.000111700221246659	JPH4/JPH3/PLCB1/NALF1/AKAP6/SLC8A3/SCN3A/FLNA/SLC8A2/PRKCE/CXCL10/PLCE1/LCK/CACNA1A/HTR2A/CXCL9/CXCL11/GRIN1/SCN1A/CCR5/CYBA/P2RY6/ITGB3/RYR3/CACNA1I/HTR2C/CACNA1B/MCOLN2/GRIN2B/SCN2A/PTPRC/CACNA2D1/SCN8A/MCOLN3/TRPC3/RAMP3/CACNA1E/CAV1/ADCYAP1R1/APLNR/SCN9A/RYR2	42
GO:1903706	regulation of hemopoiesis	71/1875	417/18870	4.30144404507981e-06	0.000149317810662435	0.000112229589494541	ANXA1/TNFRSF11B/CASP8/HOXA5/FOXJ1/MMP14/SOCS1/ACTL6B/CD101/LOX/LTF/HOXA7/TCF7/TNFAIP6/GATA3/CD2/IL2RG/TOX/DUSP10/HOXA9/TMEM176B/ZNF683/CD74/ASCL2/HLA-DRA/IL15/ZAP70/TMEM176A/HLA-DRB1/IRF1/IRF7/IL7/LIF/HLA-B/HLA-DOA/CEACAM1/HOXB8/PIK3R6/BATF/RUNX1/GPR171/CD80/IL4I1/GPR55/ROR2/LILRB3/DLL1/IL18/ISG15/RHOH/SASH3/FCGR2B/TYROBP/SPI1/TREM2/RUNX3/CCR2/HCLS1/SLAMF8/CEBPA/FGL2/LILRB1/SOX4/PTPRC/TCIM/JAK3/LILRB4/SCIN/VNN1/ZFP36/TESPA1	71
GO:2000027	regulation of animal organ morphogenesis	30/1875	126/18870	4.43801690006751e-06	0.00015312503158839	0.000115091155973043	TNFRSF11B/BMP2/NOG/PLEKHA4/SOX8/CELSR3/GATA3/JHY/PDGFA/SPRY1/HOXC11/CELSR1/FZD6/FZD2/HOXB7/SFRP2/GDNF/NTN4/SPEF1/HGF/CTHRC1/SAPCD2/WT1/GATA5/PRKCB/HOXA11/AJAP1/NGFR/RSPO3/SULF1	30
GO:0035418	protein localization to synapse	22/1875	78/18870	4.49418805253518e-06	0.000154128991464354	0.000115845747834848	CACNG2/MAPT/HSPB1/ZDHHC12/STX1B/GRIP1/LHFPL4/CPLX1/NRXN1/BSN/ARHGAP44/SHANK1/RAB27B/LRRTM1/NETO1/SNAP25/GRIP2/KIF5A/CACNG3/ASIC2/C1QL3/NPTX1	22
GO:0140546	defense response to symbiont	60/1875	335/18870	4.68563655173164e-06	0.000159732508317414	0.000120057438277902	RNF135/APOBEC3F/PLSCR1/APOBEC3G/APOBEC3D/GBP1/PTPN22/ZDHHC12/GBP5/PARP9/CXCL10/BST2/APOBEC3C/CASP1/UNC93B1/HERC5/ISG20/MX1/IFITM3/IFIH1/CGAS/IL15/IRF1/IRF7/MYD88/CXCL9/OAS2/NLRC5/TRIM6/SPON2/PRF1/RIPK3/GBP3/MX2/CARD9/VAMP8/MICB/SPN/IFI6/OAS1/ISG15/ZBP1/ZDHHC1/OASL/TLR2/TREM2/RNASE2/FGL2/IFNLR1/LILRB1/ITGAX/GBP2/PTPRC/RSAD2/TLR8/F2RL1/APOBEC3B/IL6/SERINC5/OPRK1	60
GO:0009612	response to mechanical stimulus	43/1875	213/18870	4.89279351350378e-06	0.000165801627811768	0.00012461908290973	IGFBP2/CHI3L1/CASP8/PDE2A/MMP14/F11R/LTBR/TNFRSF1A/TNFSF14/CXCL10/CASP1/CHRNA9/AQP1/NRXN1/POSTN/TNC/IRF1/NPPA/GATA4/MYD88/HTR2A/COL1A1/GADD45A/SCN1A/PKD1L1/ITGA2/ADGRV1/FOSL1/ATP8A2/CNTNAP2/ITGB3/GDF5/STRA6/PTGER4/TACR1/KCNC1/TLR8/ANGPT2/KCNK4/ANO3/ASIC2/SCN9A/RYR2	43
GO:0050868	negative regulation of T cell activation	31/1875	133/18870	4.9662970421685e-06	0.000167296621663108	0.000125742743546652	ANXA1/FOXJ1/SOCS1/TNFRSF14/PTPN22/HFE/PLA2G2A/PDCD1LG2/LGALS3/CD74/ASCL2/HLA-DRB1/IRF1/PLA2G5/CEACAM1/IDO1/LGALS9C/RUNX1/GPNMB/CD80/IL4I1/DAPL1/SPN/FCGR2B/RUNX3/HAVCR2/FGL2/LILRB1/JAK3/LILRB4/SDC4	31
GO:0001508	action potential	33/1875	146/18870	5.07429771226354e-06	0.000169929275740684	0.000127721487308677	CHRNA4/AKAP6/KCNIP2/KCNB1/FGF12/GRIK2/FLNA/SLC8A2/CHRNA1/CHRNB2/KCNJ11/GJC1/SCN3B/DSG2/FGF13/SCN1A/CTNNA3/GJD2/GRIA1/CACNA1I/TACR1/GLRA1/KCNE4/CACNA2D1/SCN8A/KCNJ3/SCN2B/CAV1/KCNC2/KCNE5/KCNH7/HCN1/RYR2	33
GO:0097120	receptor localization to synapse	19/1875	62/18870	5.23895524818982e-06	0.000174277351159956	0.000130989568438659	CACNG2/CEP112/STX1B/GRIP1/LHFPL4/CPLX1/ARHGAP44/ITGB3/TYROBP/NETO1/CACNG4/SNAP25/GRIP2/KIF5A/CACNG8/CACNG3/SHISA6/C1QL3/NPTX1	19
GO:1903305	regulation of regulated secretory pathway	30/1875	127/18870	5.26536174240513e-06	0.000174277351159956	0.000130989568438659	KCNB1/RIMS2/KLRC2/RAC2/IL13RA2/PRAM1/SYP/CEACAM1/ADGRE2/CDK5R2/STXBP1/VAMP8/SYN1/FCGR2B/ITGB2/SPI1/CCR2/RIMS1/PRKCB/SYT4/RAB3A/SYT13/SYT10/PPFIA2/F2RL1/SV2B/PRKCG/RPH3A/DOC2A/SYT1	30
GO:0030217	T cell differentiation	56/1875	307/18870	5.46786791946546e-06	0.000179343351024125	0.000134797252750481	ANXA1/FOXJ1/SOCS1/ACTL6B/PTPN22/TCF7/GATA3/CD2/IL2RG/TOX/DUSP10/TCIRG1/CD3E/CD3D/ZNF683/LCK/CD74/ASCL2/HLA-DRA/IL15/ZAP70/HLA-DRB1/IRF1/IL7/MR1/HLA-DOA/EOMES/SLAMF6/ITK/PIK3R6/BATF/RUNX1/FCER1G/CD3G/CD80/RIPK3/IL4I1/SOCS3/SPN/IL18/RHOH/SASH3/SPI1/RUNX3/PTGER4/CCR2/FGL2/SOX4/PTPRC/JAK3/LILRB4/RSAD2/VNN1/CD8A/IL6/TESPA1	56
GO:0048172	regulation of short-term neuronal synaptic plasticity	9/1875	16/18870	5.53757157322618e-06	0.000179343351024125	0.000134797252750481	SHISA7/GRIK2/SLC8A2/SYP/SYT4/RAB3A/SLC4A10/SHISA6/SHISA9	9
GO:0007204	positive regulation of cytosolic calcium ion concentration	37/1875	173/18870	5.54377880135707e-06	0.000179343351024125	0.000134797252750481	JPH4/JPH3/SWAP70/CXCR3/SAA1/PLCE1/CHRNA9/ADCY5/CXCR6/CACNA1A/HTR2A/GRIN1/S1PR3/GLP1R/CCR5/NMUR2/BDKRB2/PTGER4/CCR2/TACR1/PTGER2/CD52/CD24/CACNA2D1/TRPC3/CAV1/ADM/F2RL1/FPR1/ADCYAP1R1/PTGER3/CCKBR/PTGFR/GPR6/FPR3/RYR2/TAC1	37
GO:0043270	positive regulation of monoatomic ion transport	43/1875	214/18870	5.54442820661267e-06	0.000179343351024125	0.000134797252750481	STAC/AKAP6/KCNIP2/ABCC8/FGF12/FLNA/LGALS3/CXCL10/SCN3B/FGF13/CCL5/NPPA/NKX2-5/CXCL9/CXCL11/GRIN1/CHRM1/TSPO/KCNMB1/P2RY6/LILRA2/KCNN4/PIRT/TREM2/CCR2/KCNC1/CTSS/CNTN1/CACNA2D1/TRPC3/RAMP3/ARC/CAV1/KCNC2/RGS7/KCNE5/CCL2/ADCYAP1R1/STC1/APLNR/OPRK1/CAMK2A/RYR2	43
GO:0042119	neutrophil activation	15/1875	42/18870	6.29220692806748e-06	0.000202381548256995	0.000152113120205735	ANXA1/PLA2G2A/CCL5/IL15/PRAM1/MYD88/FCER1G/IL18/LILRA2/FCGR2B/ITGB2/SCNN1B/TYROBP/SPI1/F2RL1	15
GO:0002768	immune response-regulating cell surface receptor signaling pathway	61/1875	346/18870	6.57254571557683e-06	0.000207333984734671	0.000155835448509515	PLSCR1/VAV3/KLRC3/GBP1/LTF/NMI/PTPN22/GATA3/KLRC4/LGALS3/PRKCE/KLRC2/BANK1/SH2D1A/CD3E/CD3D/UBASH3A/LCK/TICAM2/CD247/HLA-DPB1/PAK3/ZAP70/HLA-DRB1/PRAM1/MYD88/CEACAM1/FCGR3A/ITK/FCER1G/MYO1G/CD3G/CD79B/CYBA/SKAP1/MICB/HLA-DQB1/OAS1/LILRA2/KCNN4/SCIMP/FCGR2B/TYROBP/TLR2/CD226/TREM2/CLEC7A/LAT2/LY96/KLRK1/LILRB1/COLEC11/CD24/PRKCB/PTPRC/LILRB4/CD8A/F2RL1/FPR1/FPR3/TESPA1	61
GO:0002367	cytokine production involved in immune response	29/1875	122/18870	6.58727301829426e-06	0.000207333984734671	0.000155835448509515	TGFB2/TNFRSF14/GATA3/HFE/BST2/CD96/CD74/TICAM2/SLAMF1/TWIST1/TREM1/MYD88/ANGPT1/TRIM6/SPON2/CARD9/IL18/SASH3/SCIMP/CD226/CCR2/CLEC7A/LILRB1/JAK3/LILRB4/RSAD2/F2RL1/IL6/ACP5	29
GO:0045669	positive regulation of osteoblast differentiation	21/1875	74/18870	6.6237189120646e-06	0.000207333984734671	0.000155835448509515	CLIC1/BMP2/WNT7B/FAM20C/LTF/NPNT/CCN4/TENT5A/SFRP2/DNAI3/GDF10/HGF/CTHRC1/CEBPD/GDPD2/CEBPA/WWTR1/IL6/CCN1/MSX2/NELL1	21
GO:0031338	regulation of vesicle fusion	11/1875	24/18870	6.6282777484121e-06	0.000207333984734671	0.000155835448509515	ANXA1/ANXA2/CPLX1/CPLX2/SLAMF1/STXBP1/ERC2/SYT4/RAB3A/DOC2A/SYT1	11
GO:0035235	ionotropic glutamate receptor signaling pathway	11/1875	24/18870	6.6282777484121e-06	0.000207333984734671	0.000155835448509515	GRIA2/CDK5R1/GRID1/GRIA4/GRIK2/GRIN3A/GRID2/GRIN1/GRIK1/GRIA1/GRIN2B	11
GO:0002706	regulation of lymphocyte mediated immunity	39/1875	188/18870	6.77577783547912e-06	0.00021013271287334	0.000157939016119543	CLCF1/FOXJ1/KLRC3/GATA3/HFE/KLRC4/KLRC2/SH2D1A/CD96/HLA-DRA/ULBP3/HLA-DRB1/SLAMF1/HLA-B/KLRB1/MR1/CEACAM1/SLAMF6/PIK3R6/CD80/RIPK3/ULBP1/IL4I1/C3/MICB/SPN/IL18/SASH3/FCGR2B/CD226/TREM2/CCR2/HAVCR2/KLRK1/LILRB1/PTPRC/LILRB4/RSAD2/IL6	39
GO:0030900	forebrain development	69/1875	407/18870	6.79157196007283e-06	0.00021013271287334	0.000157939016119543	BMP2/WNT7B/NOG/PLCB1/OTP/SLITRK5/DMRTA2/CDK5R1/OPHN1/SEMA6B/TNR/SSTR2/SLIT1/SSTR1/FLNA/CHRNB2/TOX/FEZF1/LHX5/GSX2/ELAVL4/AQP1/FGF13/OLIG2/STIL/VAX2/EOMES/KIF26A/TACC3/CDK5R2/NEUROD1/OTX1/PHACTR1/RTN4R/WDR62/NRG3/CNTNAP2/TYROBP/GRIA1/COL3A1/KCNC1/DNAH5/PITX1/PRDM13/LAMB1/PITX2/GLI1/ALDH1A3/SCN2A/HTR6/ASPM/KIF14/SEMA3A/NR2E1/KCNC2/SOX3/LHX3/HES5/HTR5A/CHD5/NR0B1/LMX1A/NEUROD6/SLC4A10/SEMA3E/NDNF/NEFL/SLC32A1/TBR1	69
GO:0002062	chondrocyte differentiation	28/1875	116/18870	6.90675166799036e-06	0.000212541282410103	0.000159749334454514	SERPINH1/BMP2/SHOX2/SMPD3/SOX6/OSR2/CCN4/SULF2/HMGA2/SFRP2/PRKG2/RUNX1/NKX3-2/ADAMTS7/GDF5/COL3A1/RUNX3/LOXL2/CYTL1/FGF9/HOXA11/SCIN/EFEMP1/COL27A1/TGFBI/FGFR3/MSX2/SULF1	28
GO:0002456	T cell mediated immunity	30/1875	129/18870	7.35874539726319e-06	0.000224467368337561	0.00016871316617678	GATA3/HFE/UNC93B1/HLA-DRA/ULBP3/HLA-DRB1/SLAMF1/HLA-B/MR1/CEACAM1/MYO1G/CD80/PRF1/RIPK3/ULBP1/IL4I1/MICB/CTSC/SPN/IL18/SASH3/FCGR2B/ICAM1/CCR2/LILRB1/PTPRC/LILRB4/RSAD2/CD8A/IL6	30
GO:0061326	renal tubule development	26/1875	104/18870	7.3731596485375e-06	0.000224467368337561	0.00016871316617678	BMP2/WNT7B/NOG/SOX8/HOXD11/GATA3/NPNT/COL4A1/AQP1/HOXB7/HS3ST3B1/LIF/GDNF/LGR5/GREB1L/DLL1/EYA1/WT1/SLC22A6/CD24/HOXA11/WWTR1/IRX2/CALB1/HES5/TFAP2B	26
GO:0002275	myeloid cell activation involved in immune response	25/1875	98/18870	7.48235587106133e-06	0.000225807993091552	0.000169720800598548	NMI/PRKCE/CPLX2/CHGA/RAC2/SLAMF1/IL13RA2/PRAM1/MYD88/ADGRE2/STXBP1/FCER1G/S100A13/VAMP8/LILRA2/ITGB2/SCNN1B/TYROBP/SPI1/MILR1/TREM2/CCR2/HAVCR2/LAT2/F2RL1	25
GO:1990806	ligand-gated ion channel signaling pathway	13/1875	33/18870	7.4965239231167e-06	0.000225807993091552	0.000169720800598548	GRIA2/PLCB1/CDK5R1/GRID1/GRIA4/F2RL2/GRIK2/GRIN3A/GRID2/GRIN1/GRIK1/GRIA1/GRIN2B	13
GO:0048880	sensory system development	68/1875	401/18870	7.83002133554108e-06	0.000234612165595976	0.000176338153623127	TUB/TGFB2/WNT7B/SMOC1/SLC1A1/LAMB2/MEGF11/CABP4/VIM/AQP5/SOX8/EPHB1/NECTIN1/RDH10/DSCAM/COL5A2/OSR2/GATA3/COL8A1/DCX/SPRY1/MAB21L2/COL4A1/LCTL/TCIRG1/SIX5/AQP1/COL5A1/CRB2/TWIST1/VAX2/COL8A2/NEUROD1/MFAP2/USH1C/C3/DLL1/SERPINF1/CYP1A1/ATP8A2/WT1/EPHA2/CELF4/STRA6/NEUROD4/PDGFRA/FGF9/ADAMTS18/PITX2/ALDH1A3/C1QA/PDE6B/MAB21L1/WNT16/SIX6/SEMA3A/FREM2/NR2E1/EFEMP1/SLC17A6/CALB1/RET/HES5/TFAP2B/SLC17A8/HCN1/SLC17A7/OLFM3	68
GO:0050730	regulation of peptidyl-tyrosine phosphorylation	45/1875	231/18870	7.92981497749521e-06	0.000236358307156441	0.00017765058078544	CLCF1/TNK2/SOCS1/GFRA1/CTF1/TNFRSF14/TNFRSF1A/PARP9/PDGFA/PRKCE/BANK1/ITGA5/CD3E/CD74/LRP4/CCL5/SFRP2/NCF1/IL15/IL7/LIF/HTR2A/ANGPT1/NOX4/CD80/GPRC5A/SOCS3/BST1/HGF/IL18/CD44/ITGB2/PDGFD/ITGB3/THBS4/TREM2/HCLS1/PTPRC/LILRB4/CAV1/IL6/CRLF1/HES5/FGFR3/GRM5	45
GO:0002291	T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	7/1875	10/18870	8.65948333668086e-06	0.000252990181569097	0.000190151356343132	LGALS3/HLA-DMB/ITGAL/ICAM1/HAVCR2/FGL2/LILRB1	7
GO:0048251	elastic fiber assembly	7/1875	10/18870	8.65948333668086e-06	0.000252990181569097	0.000190151356343132	EMILIN1/LOX/EFEMP2/FBLN5/THSD4/MFAP4/COL3A1	7
GO:1990504	dense core granule exocytosis	7/1875	10/18870	8.65948333668086e-06	0.000252990181569097	0.000190151356343132	UNC13A/STXBP1/CADPS/SNAP25/SYT4/RAB3A/UNC13C	7
